client_id,client_version_id,reference_date,transaction_count,transaction_volume,digital_transaction_count,digital_transaction_volume,mobile_app_login_count,credit_card_count,secured_loan_count,unsecured_loan_count,product_count,new_customer_flag,digitally_active_flag,credit_card_flag,loan_flag,digital_loan_flag,monthly_income,monthly_profitability,deposit_flag,insurance_flag
CL01991,CV01991-01,2024-12-31,4,1699.61,2,993.59,6,0,0,1,1,N,Y,N,Y,N,3481.84,4.39,N,N
CL01992,CV01992-01,2024-01-31,5,1266.90,3,771.82,8,0,0,1,1,N,Y,N,Y,N,3227.73,6.50,N,N
CL01992,CV01992-01,2024-02-29,5,2196.39,3,1416.29,8,0,0,0,0,N,Y,N,N,N,3778.98,7.23,N,N
CL01992,CV01992-01,2024-03-31,2,810.81,1,459.12,7,0,0,0,2,N,N,N,N,N,3243.62,-5.60,Y,Y
CL01992,CV01992-01,2024-04-30,7,2171.42,4,1318.92,2,1,1,0,4,N,Y,Y,Y,Y,3477.00,11.18,Y,Y
CL01992,CV01992-01,2024-05-31,10,4122.43,7,2823.32,5,0,1,0,2,N,Y,N,Y,N,2735.79,10.98,Y,N
CL01992,CV01992-01,2024-06-30,9,3288.09,6,2321.76,2,0,0,0,0,N,Y,N,N,N,4487.13,4.09,N,N
CL01992,CV01992-02,2024-07-31,2,903.11,1,515.95,2,0,0,1,2,N,N,N,Y,N,3551.11,0.25,N,Y
CL01992,CV01992-02,2024-08-31,16,5742.54,9,3238.45,9,0,0,0,0,N,Y,N,N,N,2834.37,7.97,N,N
CL01992,CV01992-02,2024-09-30,8,2951.43,5,1967.08,7,0,0,0,1,N,Y,N,N,N,1707.60,0.64,Y,N
CL01992,CV01992-02,2024-10-31,6,1751.12,4,1083.51,11,1,0,0,2,N,Y,Y,N,N,2608.68,6.86,N,Y
CL01992,CV01992-02,2024-11-30,9,3327.60,6,2416.53,8,1,0,0,2,N,Y,Y,N,N,3840.37,8.59,Y,N
CL01992,CV01992-02,2024-12-31,9,4064.33,6,2377.15,8,1,0,0,2,N,Y,Y,N,N,3157.82,12.04,N,Y
CL01993,CV01993-01,2024-01-31,7,2595.29,5,2182.83,8,1,1,0,3,N,Y,Y,Y,Y,3659.71,6.60,Y,N
CL01993,CV01993-01,2024-02-29,13,4473.59,9,3215.33,9,0,0,0,0,N,Y,N,N,N,3682.08,6.46,N,N
CL01993,CV01993-01,2024-03-31,5,2005.20,4,1291.95,9,0,0,0,1,N,Y,N,N,N,4025.34,2.94,Y,N
CL01993,CV01993-01,2024-04-30,8,3821.59,5,2728.22,3,1,0,1,2,N,Y,Y,Y,N,2992.57,8.36,N,N
CL01993,CV01993-01,2024-05-31,5,1600.55,3,1074.52,4,1,0,0,2,N,Y,Y,N,N,3806.73,-0.80,N,Y
CL01993,CV01993-01,2024-06-30,5,1743.13,4,1372.87,7,0,0,0,0,N,Y,N,N,N,3443.15,2.73,N,N
CL01993,CV01993-02,2024-07-31,10,6121.05,7,3314.65,7,0,0,1,1,N,Y,N,Y,N,5619.42,21.78,N,N
CL01993,CV01993-02,2024-08-31,11,5916.22,8,4210.31,8,1,0,1,4,N,Y,Y,Y,N,4760.53,26.00,Y,Y
CL01993,CV01993-02,2024-09-30,5,2562.16,4,1785.48,10,0,0,0,0,N,Y,N,N,N,6502.77,4.19,N,N
CL01993,CV01993-02,2024-10-31,8,3570.54,5,2402.33,7,0,0,0,0,N,Y,N,N,N,6119.61,8.60,N,N
CL01993,CV01993-02,2024-11-30,8,4705.21,6,3656.21,12,0,0,0,0,N,Y,N,N,N,4599.54,5.91,N,N
CL01993,CV01993-02,2024-12-31,12,7417.92,8,5477.79,11,1,1,0,3,N,Y,Y,Y,Y,6327.04,23.74,N,Y
CL01994,CV01994-01,2024-01-31,6,2393.01,4,1824.79,9,1,1,0,2,N,Y,Y,Y,Y,3113.12,7.02,N,N
CL01994,CV01994-01,2024-02-29,0,0.00,0,0.00,7,0,0,0,1,N,N,N,N,N,3565.40,-4.03,N,Y
CL01994,CV01994-01,2024-03-31,4,1704.27,3,1344.09,5,1,0,1,2,N,Y,Y,Y,Y,2666.25,9.14,N,N
CL01994,CV01994-01,2024-04-30,10,3070.30,5,1433.81,12,0,0,0,1,N,Y,N,N,N,3892.14,10.87,Y,N
CL01994,CV01994-01,2024-05-31,3,1490.29,2,899.13,3,0,1,0,2,N,Y,N,Y,Y,3092.19,8.47,N,Y
CL01994,CV01994-01,2024-06-30,6,1955.57,4,1146.84,11,1,0,0,1,N,Y,Y,N,N,2674.22,7.34,N,N
CL01994,CV01994-01,2024-07-31,7,2510.01,4,1365.87,10,1,0,0,1,N,Y,Y,N,N,2273.74,10.89,N,N
CL01994,CV01994-01,2024-08-31,8,2821.40,5,1613.24,5,0,0,0,0,N,Y,N,N,N,3296.17,-2.76,N,N
CL01994,CV01994-01,2024-09-30,9,3194.78,6,1898.14,9,0,0,0,0,N,Y,N,N,N,3693.69,-1.64,N,N
CL01994,CV01994-01,2024-10-31,11,2942.96,7,1955.58,8,0,0,0,1,N,Y,N,N,N,3773.96,14.43,Y,N
CL01994,CV01994-01,2024-11-30,5,1935.53,3,1112.14,4,1,0,0,1,N,Y,Y,N,N,2804.54,4.32,N,N
CL01994,CV01994-01,2024-12-31,6,2864.22,3,1581.42,8,0,0,0,1,N,Y,N,N,N,3083.56,9.86,Y,N
CL01995,CV01995-01,2024-01-31,7,3656.57,3,1453.91,6,0,0,0,0,N,Y,N,N,N,6049.92,3.28,N,N
CL01995,CV01995-01,2024-02-29,8,3272.52,3,1460.45,8,1,0,1,3,N,Y,Y,Y,N,3273.19,11.55,Y,N
CL01995,CV01995-01,2024-03-31,6,2647.65,3,1189.69,3,0,0,0,1,N,Y,N,N,N,6793.59,6.30,Y,N
CL01995,CV01995-01,2024-04-30,5,2687.37,2,1544.65,4,0,1,1,2,N,Y,N,Y,N,4723.42,8.30,N,N
CL01995,CV01995-01,2024-05-31,3,1587.86,2,804.75,7,0,0,0,0,N,Y,N,N,N,5450.74,-1.75,N,N
CL01995,CV01995-01,2024-06-30,5,1490.78,2,720.08,7,0,0,0,0,N,Y,N,N,N,5742.75,3.03,N,N
CL01995,CV01995-01,2024-07-31,7,2419.23,3,976.78,3,1,0,0,1,N,Y,Y,N,N,4466.26,4.18,N,N
CL01995,CV01995-01,2024-08-31,2,787.77,1,378.50,9,1,0,0,2,N,N,Y,N,N,6407.64,1.05,Y,N
CL01995,CV01995-01,2024-09-30,1,471.44,1,245.40,6,1,0,0,2,N,N,Y,N,N,5469.58,-1.42,Y,N
CL01995,CV01995-01,2024-10-31,4,2099.63,2,1290.52,4,1,0,1,2,N,Y,Y,Y,N,4715.55,4.32,N,N
CL01995,CV01995-01,2024-11-30,9,4588.38,5,2456.94,4,0,0,0,0,N,Y,N,N,N,5838.19,5.48,N,N
CL01995,CV01995-01,2024-12-31,3,1666.07,1,619.54,6,1,0,0,2,N,N,Y,N,N,4242.74,3.25,Y,N
CL01996,CV01996-01,2024-01-31,5,2229.56,3,1285.27,13,0,0,0,0,N,Y,N,N,N,3491.92,5.87,N,N
CL01996,CV01996-01,2024-02-29,4,1213.24,3,891.55,5,0,1,0,1,N,Y,N,Y,N,3538.59,7.66,N,N
CL01996,CV01996-01,2024-03-31,5,1781.93,4,1386.04,2,1,0,1,2,N,Y,Y,Y,Y,3339.05,-1.32,N,N
CL01996,CV01996-01,2024-04-30,8,2915.35,5,1742.18,3,0,0,1,2,N,Y,N,Y,N,3551.87,11.77,Y,N
CL01996,CV01996-01,2024-05-31,3,1048.07,2,724.48,6,0,0,0,1,N,Y,N,N,N,4515.83,3.74,N,Y
CL01996,CV01996-01,2024-06-30,9,3821.69,4,1624.67,7,0,1,0,2,N,Y,N,Y,Y,4436.15,16.86,Y,N
CL01996,CV01996-01,2024-07-31,7,3371.46,3,1291.38,4,1,0,0,1,N,Y,Y,N,N,3348.73,8.66,N,N
CL01996,CV01996-01,2024-08-31,9,3937.17,5,1987.32,8,1,0,1,3,N,Y,Y,Y,N,3975.58,12.71,Y,N
CL01996,CV01996-01,2024-09-30,3,615.26,2,378.14,9,0,0,0,1,N,Y,N,N,N,4315.60,-3.39,Y,N
CL01996,CV01996-01,2024-10-31,6,2572.30,3,1406.65,4,0,0,0,0,N,Y,N,N,N,3965.85,5.50,N,N
CL01996,CV01996-01,2024-11-30,12,3326.40,6,1868.92,8,1,0,0,1,N,Y,Y,N,N,4134.03,7.92,N,N
CL01996,CV01996-01,2024-12-31,6,2307.48,4,1241.42,11,1,0,0,1,N,Y,Y,N,N,3615.71,1.74,N,N
CL01997,CV01997-01,2024-01-31,8,4113.39,3,1452.44,3,0,0,0,1,N,Y,N,N,N,5900.74,14.57,Y,N
CL01997,CV01997-01,2024-02-29,9,3628.93,2,932.53,3,1,1,0,3,N,Y,Y,Y,N,4802.60,17.70,Y,N
CL01997,CV01997-01,2024-03-31,10,4875.63,3,1749.05,4,0,0,1,1,N,Y,N,Y,N,5388.29,12.58,N,N
CL01997,CV01997-01,2024-04-30,14,8860.46,5,2808.73,1,1,0,1,2,N,Y,Y,Y,N,5848.64,23.34,N,N
CL01997,CV01997-01,2024-05-31,13,6785.62,4,2643.76,6,1,0,0,1,N,Y,Y,N,N,6762.17,20.77,N,N
CL01997,CV01997-01,2024-06-30,8,4457.63,3,1759.47,4,1,0,0,2,N,Y,Y,N,N,6908.11,12.91,Y,N
CL01997,CV01997-01,2024-07-31,9,5405.94,3,1856.59,5,1,0,0,1,N,Y,Y,N,N,5887.62,19.86,N,N
CL01997,CV01997-01,2024-08-31,7,3240.13,3,1043.28,5,1,0,0,2,N,Y,Y,N,N,4977.70,13.89,Y,N
CL01997,CV01997-01,2024-09-30,10,5927.63,4,2212.72,3,1,0,0,2,N,Y,Y,N,N,5347.16,20.05,Y,N
CL01997,CV01997-01,2024-10-31,8,3958.20,3,1301.70,3,1,0,0,2,N,Y,Y,N,N,5858.48,13.73,Y,N
CL01997,CV01997-01,2024-11-30,5,3304.47,1,716.29,7,1,0,0,1,N,N,Y,N,N,5797.79,11.84,N,N
CL01997,CV01997-01,2024-12-31,5,2767.77,2,1240.53,3,1,0,1,2,N,Y,Y,Y,Y,6868.27,16.23,N,N
CL01998,CV01998-01,2024-01-31,5,1680.24,1,316.54,3,0,0,0,0,N,N,N,N,N,2030.73,-0.35,N,N
CL01998,CV01998-01,2024-02-29,5,1940.60,1,478.43,4,0,0,0,0,N,N,N,N,N,2630.67,0.95,N,N
CL01998,CV01998-01,2024-03-31,4,1445.33,1,307.85,3,1,0,0,1,N,N,Y,N,N,2403.11,-4.82,N,N
CL01998,CV01998-01,2024-04-30,3,773.45,0,121.33,7,1,0,0,2,N,N,Y,N,N,2807.09,4.64,Y,N
CL01998,CV01998-01,2024-05-31,8,2408.07,2,408.86,2,1,0,0,1,N,Y,Y,N,N,3165.19,1.57,N,N
CL01998,CV01998-01,2024-06-30,3,1004.93,0,155.53,6,0,0,0,1,N,N,N,N,N,5540.44,-3.45,N,Y
CL01998,CV01998-02,2024-07-31,7,3023.16,1,656.90,4,0,1,0,2,N,N,N,Y,N,4700.06,7.00,Y,N
CL01998,CV01998-02,2024-08-31,11,5662.12,3,1469.56,1,1,0,0,1,N,Y,Y,N,N,5541.32,17.68,N,N
CL01998,CV01998-02,2024-09-30,11,6670.27,2,1149.66,5,0,0,0,1,N,Y,N,N,N,4574.33,21.48,Y,N
CL01998,CV01998-02,2024-10-31,11,4733.04,3,1189.06,0,0,0,0,2,N,Y,N,N,N,5690.03,21.94,Y,Y
CL01998,CV01998-02,2024-11-30,7,4049.12,2,980.11,2,0,0,1,1,N,Y,N,Y,N,5445.30,15.91,N,N
CL01998,CV01998-02,2024-12-31,6,3123.42,1,506.94,5,0,0,0,1,N,N,N,N,N,5668.48,6.06,Y,N
CL01999,CV01999-01,2024-01-31,2,746.22,1,259.66,10,1,0,0,1,N,N,Y,N,N,2618.28,1.91,N,N
CL01999,CV01999-01,2024-02-29,5,2131.86,2,796.71,4,0,0,0,1,N,Y,N,N,N,4913.77,8.09,N,Y
CL01999,CV01999-01,2024-03-31,14,3793.76,5,1525.90,6,1,0,0,2,N,Y,Y,N,N,2692.24,10.79,N,Y
CL01999,CV01999-01,2024-04-30,6,1925.70,2,699.16,6,0,0,0,0,N,Y,N,N,N,2567.37,5.97,N,N
CL01999,CV01999-01,2024-05-31,7,2994.63,3,1233.72,4,1,0,0,2,N,Y,Y,N,N,3745.80,8.29,N,Y
CL01999,CV01999-01,2024-06-30,6,2193.07,3,1309.69,6,0,0,0,0,N,Y,N,N,N,2205.70,1.33,N,N
CL01999,CV01999-01,2024-07-31,3,1048.64,1,546.07,7,1,0,0,2,N,N,Y,N,N,2553.81,0.07,Y,N
CL01999,CV01999-01,2024-08-31,6,2734.90,3,1208.23,4,1,0,1,3,N,Y,Y,Y,N,2755.63,10.29,N,Y
CL01999,CV01999-01,2024-09-30,8,2258.38,3,750.35,2,0,0,0,1,N,Y,N,N,N,3071.47,4.22,Y,N
CL01999,CV01999-01,2024-10-31,7,1781.98,3,708.22,4,0,0,0,1,N,Y,N,N,N,2806.99,7.20,N,Y
CL01999,CV01999-01,2024-11-30,5,1843.44,2,651.82,5,0,0,0,0,N,Y,N,N,N,3354.67,1.16,N,N
CL01999,CV01999-01,2024-12-31,6,2843.76,2,927.65,4,0,0,0,1,N,Y,N,N,N,2962.39,1.01,Y,N
CL02000,CV02000-01,2024-01-31,9,4896.48,4,2471.12,6,1,0,1,3,N,Y,Y,Y,N,5446.26,22.21,Y,N
CL02000,CV02000-01,2024-02-29,6,4051.41,2,1725.18,6,0,0,1,1,N,Y,N,Y,N,5163.32,12.82,N,N
CL02000,CV02000-01,2024-03-31,5,4013.52,2,1295.74,4,0,0,1,1,N,Y,N,Y,Y,7085.63,0.64,N,N
CL02000,CV02000-01,2024-04-30,6,2990.74,2,1011.92,9,1,0,0,2,N,Y,Y,N,N,5549.31,10.72,Y,N
CL02000,CV02000-01,2024-05-31,5,3273.16,2,1312.41,4,1,0,1,3,N,Y,Y,Y,Y,5332.17,16.09,N,Y
CL02000,CV02000-01,2024-06-30,6,2964.91,2,1049.95,3,0,0,0,1,N,Y,N,N,N,7631.65,8.49,Y,N
CL02000,CV02000-01,2024-07-31,9,5219.74,3,1641.74,5,0,0,0,0,N,Y,N,N,N,7225.99,9.03,N,N
CL02000,CV02000-01,2024-08-31,5,1971.20,2,737.86,8,1,0,0,2,N,Y,Y,N,N,5732.81,12.24,Y,N
CL02000,CV02000-01,2024-09-30,11,5097.84,5,2507.36,4,0,0,0,0,N,Y,N,N,N,5675.64,3.37,N,N
CL02000,CV02000-01,2024-10-31,3,1493.45,1,508.47,4,0,0,1,2,N,N,N,Y,N,4247.62,4.18,Y,N
CL02000,CV02000-01,2024-11-30,9,6221.36,4,2945.66,4,0,0,0,0,N,Y,N,N,N,6056.16,5.86,N,N
CL02000,CV02000-01,2024-12-31,6,3328.07,2,1042.98,6,0,0,0,1,N,Y,N,N,N,4650.97,2.58,Y,N
CL02001,CV02001-01,2024-01-31,5,1716.44,3,905.44,3,0,1,0,3,N,Y,N,Y,N,5487.41,8.29,Y,Y
CL02001,CV02001-01,2024-02-29,6,2201.49,3,1129.64,6,1,0,1,3,N,Y,Y,Y,Y,3303.00,14.84,Y,N
CL02001,CV02001-01,2024-03-31,7,3150.35,3,1496.23,7,0,0,0,0,N,Y,N,N,N,2471.59,7.83,N,N
CL02001,CV02001-01,2024-04-30,2,681.44,1,309.57,5,1,0,1,2,N,N,Y,Y,N,3705.35,2.30,N,N
CL02001,CV02001-01,2024-05-31,9,4154.79,5,1989.80,7,0,0,0,0,N,Y,N,N,N,4221.79,4.95,N,N
CL02001,CV02001-01,2024-06-30,3,1217.78,1,616.28,12,0,0,0,0,N,N,N,N,N,1919.13,-2.12,N,N
CL02001,CV02001-02,2024-07-31,8,4136.85,4,2085.26,4,1,0,0,1,N,Y,Y,N,N,5131.36,16.71,N,N
CL02001,CV02001-02,2024-08-31,9,5029.00,5,2789.99,5,0,0,0,0,N,Y,N,N,N,6603.70,14.98,N,N
CL02001,CV02001-02,2024-09-30,8,4403.89,4,2173.72,17,0,0,0,0,N,Y,N,N,N,4234.63,8.65,N,N
CL02001,CV02001-02,2024-10-31,14,7854.24,8,4225.86,10,0,0,0,1,N,Y,N,N,N,6613.39,25.29,Y,N
CL02001,CV02001-02,2024-11-30,10,5906.41,5,2816.37,3,1,0,1,2,N,Y,Y,Y,Y,5710.78,17.64,N,N
CL02001,CV02001-02,2024-12-31,10,4393.03,4,1667.06,5,1,0,0,2,N,Y,Y,N,N,4635.17,16.43,Y,N
CL02002,CV02002-01,2024-01-31,8,4469.39,5,2785.45,5,0,0,1,2,N,Y,N,Y,Y,5174.58,12.88,Y,N
CL02002,CV02002-01,2024-02-29,11,6020.53,6,3593.03,4,1,0,0,1,N,Y,Y,N,N,4850.09,17.35,N,N
CL02002,CV02002-01,2024-03-31,11,5843.54,5,2711.36,4,0,0,0,0,N,Y,N,N,N,5685.09,17.42,N,N
CL02002,CV02002-01,2024-04-30,8,3079.19,4,1895.30,4,0,0,0,1,N,Y,N,N,N,6333.54,5.18,Y,N
CL02002,CV02002-01,2024-05-31,5,2594.37,2,1055.20,2,1,0,0,2,N,Y,Y,N,N,6494.27,8.23,Y,N
CL02002,CV02002-01,2024-06-30,10,4866.45,6,2913.96,9,0,0,0,1,N,Y,N,N,N,5768.51,16.40,Y,N
CL02002,CV02002-01,2024-07-31,11,5407.17,6,3219.40,6,1,0,1,3,N,Y,Y,Y,N,6736.04,26.10,N,Y
CL02002,CV02002-01,2024-08-31,6,3369.75,3,1860.40,3,0,0,0,2,N,Y,N,N,N,6702.50,16.80,Y,Y
CL02002,CV02002-01,2024-09-30,4,1855.51,2,1040.06,7,0,0,0,0,N,Y,N,N,N,5359.16,2.07,N,N
CL02002,CV02002-01,2024-10-31,12,6420.09,6,2982.62,4,0,0,0,1,N,Y,N,N,N,3811.14,13.86,Y,N
CL02002,CV02002-01,2024-11-30,4,1820.87,2,888.29,7,1,0,0,2,N,Y,Y,N,N,5273.95,13.49,Y,N
CL02002,CV02002-01,2024-12-31,6,3332.38,3,1882.08,8,0,0,0,1,N,Y,N,N,N,6763.16,10.51,Y,N
CL02003,CV02003-01,2024-01-31,6,3002.84,2,742.62,6,0,0,0,0,N,Y,N,N,N,4566.56,6.96,N,N
CL02003,CV02003-01,2024-02-29,1,487.28,0,200.42,3,0,0,0,1,N,N,N,N,N,4704.07,4.16,Y,N
CL02003,CV02003-01,2024-03-31,5,2998.70,2,1460.09,4,0,0,0,0,N,Y,N,N,N,4830.01,4.42,N,N
CL02003,CV02003-01,2024-04-30,6,2409.52,2,1045.89,4,0,0,0,1,N,Y,N,N,N,4749.92,8.97,Y,N
CL02003,CV02003-01,2024-05-31,6,2093.12,2,895.42,7,0,0,0,0,N,Y,N,N,N,3602.48,7.49,N,N
CL02003,CV02003-01,2024-06-30,3,1195.07,1,350.07,8,1,0,0,1,N,N,Y,N,N,4560.45,1.14,N,N
CL02003,CV02003-01,2024-07-31,4,1993.91,1,680.92,6,0,0,0,0,N,N,N,N,N,4869.30,-1.44,N,N
CL02003,CV02003-01,2024-08-31,7,3710.28,2,1097.78,5,0,0,0,0,N,Y,N,N,N,2745.72,1.05,N,N
CL02003,CV02003-01,2024-09-30,3,1272.74,1,300.88,6,1,0,0,1,N,N,Y,N,N,3223.18,-0.71,N,N
CL02003,CV02003-01,2024-10-31,7,3715.44,2,864.66,6,0,0,0,0,N,Y,N,N,N,4005.20,3.53,N,N
CL02003,CV02003-01,2024-11-30,7,4121.06,3,1516.20,2,0,0,1,1,N,Y,N,Y,Y,4683.91,7.99,N,N
CL02003,CV02003-01,2024-12-31,6,2853.59,3,1197.34,6,0,0,0,1,N,Y,N,N,N,3279.66,2.02,Y,N
CL02004,CV02004-01,2024-01-31,7,2642.66,1,435.68,2,1,0,1,3,N,N,Y,Y,N,2420.14,14.00,Y,N
CL02004,CV02004-01,2024-02-29,3,929.16,1,313.16,9,0,0,0,0,N,N,N,N,N,3065.76,2.63,N,N
CL02004,CV02004-01,2024-03-31,6,2504.86,2,779.26,0,1,0,0,1,N,Y,Y,N,N,4124.60,6.12,N,N
CL02004,CV02004-01,2024-04-30,8,2182.57,3,892.29,5,0,0,1,1,N,Y,N,Y,N,3722.97,4.31,N,N
CL02004,CV02004-01,2024-05-31,4,1414.50,1,400.60,4,1,0,0,2,N,N,Y,N,N,2818.15,8.90,Y,N
CL02004,CV02004-01,2024-06-30,4,1291.47,1,405.00,5,0,0,0,0,N,N,N,N,N,3459.08,-8.01,N,N
CL02004,CV02004-01,2024-07-31,7,2414.59,2,828.78,5,1,0,0,1,N,Y,Y,N,N,4218.79,1.93,N,N
CL02004,CV02004-01,2024-08-31,10,3378.29,4,1265.18,0,1,1,0,3,N,Y,Y,Y,Y,3808.35,17.05,Y,N
CL02004,CV02004-01,2024-09-30,3,1340.48,1,406.23,1,0,0,0,1,N,N,N,N,N,2643.79,0.71,Y,N
CL02004,CV02004-01,2024-10-31,5,1656.99,1,426.97,3,0,0,0,1,N,N,N,N,N,3823.44,1.89,Y,N
CL02004,CV02004-01,2024-11-30,4,860.28,1,278.49,0,1,0,0,1,N,N,Y,N,N,2707.77,2.35,N,N
CL02004,CV02004-01,2024-12-31,5,1916.26,2,571.32,5,0,0,0,0,N,Y,N,N,N,1794.13,1.05,N,N
CL02005,CV02005-01,2024-01-31,8,4288.02,6,3720.93,8,0,0,0,1,N,Y,N,N,N,3236.72,12.70,Y,N
CL02005,CV02005-01,2024-02-29,11,5161.70,8,4161.73,5,1,0,0,2,N,Y,Y,N,N,3680.65,14.36,Y,N
CL02005,CV02005-01,2024-03-31,9,4667.97,6,2780.31,9,1,0,1,2,N,Y,Y,Y,Y,3687.04,13.35,N,N
CL02005,CV02005-01,2024-04-30,6,2547.82,4,1739.61,10,1,0,0,1,N,Y,Y,N,N,3448.90,6.45,N,N
CL02005,CV02005-01,2024-05-31,7,3770.42,5,2739.30,11,0,0,0,0,N,Y,N,N,N,3652.47,7.93,N,N
CL02005,CV02005-01,2024-06-30,7,2448.23,6,1874.84,13,1,1,0,2,N,Y,Y,Y,Y,3045.56,10.36,N,N
CL02005,CV02005-02,2024-07-31,5,2103.23,3,1490.91,12,1,0,0,1,N,Y,Y,N,N,3713.04,5.67,N,N
CL02005,CV02005-02,2024-08-31,9,3941.57,6,2665.59,5,1,1,0,3,N,Y,Y,Y,N,2600.83,14.82,N,Y
CL02005,CV02005-02,2024-09-30,5,1708.87,3,1113.57,11,1,0,1,2,N,Y,Y,Y,N,2920.05,6.81,N,N
CL02005,CV02005-02,2024-10-31,5,1918.54,4,1605.55,3,1,0,0,2,N,Y,Y,N,N,3766.53,2.18,Y,N
CL02005,CV02005-02,2024-11-30,8,3106.65,6,2241.50,5,1,0,0,1,N,Y,Y,N,N,3165.13,0.99,N,N
CL02005,CV02005-02,2024-12-31,6,2416.36,4,1504.96,8,1,0,1,2,N,Y,Y,Y,N,3236.20,9.96,N,N
CL02006,CV02006-01,2024-01-31,8,2990.03,5,1533.29,3,1,0,0,1,N,Y,Y,N,N,2874.50,3.50,N,N
CL02006,CV02006-01,2024-02-29,6,2312.80,4,1466.01,8,0,0,0,0,N,Y,N,N,N,1200.00,3.39,N,N
CL02006,CV02006-01,2024-03-31,4,1272.69,3,795.97,8,0,0,0,2,N,Y,N,N,N,3344.52,4.16,Y,Y
CL02006,CV02006-01,2024-04-30,6,2164.19,3,1034.97,4,0,0,0,0,N,Y,N,N,N,3510.11,4.19,N,N
CL02006,CV02006-01,2024-05-31,4,1333.93,2,620.75,4,1,0,0,2,N,Y,Y,N,N,1795.99,6.00,N,Y
CL02006,CV02006-01,2024-06-30,8,3368.93,5,1871.39,6,0,0,0,0,N,Y,N,N,N,2879.20,2.96,N,N
CL02006,CV02006-02,2024-07-31,8,3549.28,5,2175.85,10,0,0,0,1,N,Y,N,N,N,4081.22,6.55,Y,N
CL02006,CV02006-02,2024-08-31,7,3673.67,4,2107.46,10,0,0,0,1,N,Y,N,N,N,3265.93,7.27,N,Y
CL02006,CV02006-02,2024-09-30,7,2192.57,5,1390.80,5,0,0,0,1,N,Y,N,N,N,3082.23,3.19,Y,N
CL02006,CV02006-02,2024-10-31,9,3602.10,5,2183.55,6,0,0,0,0,N,Y,N,N,N,4856.49,13.73,N,N
CL02006,CV02006-02,2024-11-30,7,2144.30,4,1346.80,7,1,0,0,1,N,Y,Y,N,N,3588.33,7.25,N,N
CL02006,CV02006-02,2024-12-31,4,1697.47,2,909.32,9,0,0,0,1,N,Y,N,N,N,1853.78,-0.74,N,Y
CL02007,CV02007-01,2024-01-31,6,3432.30,3,1982.35,10,0,0,0,0,N,Y,N,N,N,3494.77,9.12,N,N
CL02007,CV02007-01,2024-02-29,6,2132.58,4,1345.56,6,1,0,0,1,N,Y,Y,N,N,3698.12,4.97,N,N
CL02007,CV02007-01,2024-03-31,7,1867.38,4,1102.83,7,0,0,0,0,N,Y,N,N,N,3921.76,1.61,N,N
CL02007,CV02007-01,2024-04-30,5,1597.58,3,855.56,6,0,1,0,1,N,Y,N,Y,N,3971.39,2.68,N,N
CL02007,CV02007-01,2024-05-31,8,3647.46,4,1872.05,6,1,0,1,2,N,Y,Y,Y,N,2126.91,7.49,N,N
CL02007,CV02007-01,2024-06-30,6,2365.93,3,1141.19,6,0,0,0,1,N,Y,N,N,N,3853.86,2.67,N,Y
CL02007,CV02007-01,2024-07-31,3,1434.53,2,845.00,2,0,1,0,2,N,Y,N,Y,Y,3984.47,7.50,Y,N
CL02007,CV02007-01,2024-08-31,11,4934.80,7,3293.16,9,0,0,0,0,N,Y,N,N,N,2445.29,9.92,N,N
CL02007,CV02007-01,2024-09-30,3,1556.46,2,941.31,10,0,0,0,1,N,Y,N,N,N,4022.05,1.17,Y,N
CL02007,CV02007-01,2024-10-31,10,4106.25,7,2449.15,2,0,0,0,0,N,Y,N,N,N,2336.87,7.94,N,N
CL02007,CV02007-01,2024-11-30,7,2179.53,4,1402.35,7,0,0,0,0,N,Y,N,N,N,4483.59,5.56,N,N
CL02007,CV02007-01,2024-12-31,10,3569.98,6,2125.30,7,0,0,0,0,N,Y,N,N,N,3651.69,12.31,N,N
CL02008,CV02008-01,2024-01-31,7,3105.51,5,2225.17,5,0,0,0,1,N,Y,N,N,N,4438.33,10.49,Y,N
CL02008,CV02008-01,2024-02-29,5,3377.52,4,2938.51,8,1,1,1,4,N,Y,Y,Y,N,5304.23,21.01,Y,N
CL02008,CV02008-01,2024-03-31,6,3582.55,4,1764.89,10,1,0,1,2,N,Y,Y,Y,N,5342.44,10.81,N,N
CL02008,CV02008-01,2024-04-30,13,7701.47,11,7326.92,10,1,0,0,1,N,Y,Y,N,N,4235.76,22.17,N,N
CL02008,CV02008-01,2024-05-31,11,5683.20,7,3731.28,7,1,0,0,1,N,Y,Y,N,N,5079.98,19.46,N,N
CL02008,CV02008-01,2024-06-30,6,3111.78,4,2213.02,7,1,0,0,2,N,Y,Y,N,N,4573.76,13.67,Y,N
CL02008,CV02008-01,2024-07-31,6,2635.09,5,2472.39,5,1,0,0,3,N,Y,Y,N,N,4090.32,16.03,Y,Y
CL02008,CV02008-01,2024-08-31,8,4378.63,7,3495.54,5,0,0,1,1,N,Y,N,Y,N,3803.20,12.05,N,N
CL02008,CV02008-01,2024-09-30,14,8239.08,11,6272.26,14,0,1,0,1,N,Y,N,Y,N,3313.15,22.13,N,N
CL02008,CV02008-01,2024-10-31,8,2737.94,6,1722.75,9,1,0,0,1,N,Y,Y,N,N,4904.02,12.29,N,N
CL02008,CV02008-01,2024-11-30,10,3583.56,6,2183.27,7,1,0,0,1,N,Y,Y,N,N,4544.46,10.07,N,N
