client_version_id,client_id,gender,age_bucket,marital_status,education_level,county,onboarding_channel,onboarding_method,customer_segment,registration_date,valid_from_date,valid_to_date
CV01631-01,CL01631,M,50-64,Married,Bachelor,Timis,Branch,Assisted,Standard,2022-02-04,2024-01-01,9999-12-31
CV01632-01,CL01632,F,35-49,Single,High School,Constanta,Digital,Self-service,Standard,2019-07-26,2024-01-01,9999-12-31
CV01633-01,CL01633,M,18-24,Single,Master,Dolj,Digital,Self-service,Standard,2019-03-27,2024-01-01,9999-12-31
CV01634-01,CL01634,M,65+,Married,Bachelor,Bucuresti,Branch,Assisted,Premium,2020-03-16,2024-01-01,9999-12-31
CV01635-01,CL01635,M,35-49,Married,Bachelor,Prahova,Digital,Self-service,Standard,2019-03-10,2024-01-01,9999-12-31
CV01636-01,CL01636,M,35-49,Single,High School,Prahova,Branch,Assisted,Standard,2021-01-06,2024-01-01,9999-12-31
CV01637-01,CL01637,M,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Premium,2023-09-22,2024-01-01,9999-12-31
CV01638-01,CL01638,F,50-64,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-12-13,2024-01-01,9999-12-31
CV01639-01,CL01639,F,35-49,Married,Bachelor,Iasi,Digital,Self-service,Standard,2023-08-22,2024-01-01,9999-12-31
CV01640-01,CL01640,F,25-34,Married,Master,Constanta,Digital,Self-service,Standard,2018-12-07,2024-01-01,9999-12-31
CV01641-01,CL01641,F,25-34,Married,Master,Cluj,Digital,Self-service,Standard,2022-12-05,2024-01-01,9999-12-31
CV01642-01,CL01642,M,50-64,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2021-01-25,2024-01-01,2024-06-30
CV01642-02,CL01642,M,50-64,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2021-01-25,2024-07-01,9999-12-31
CV01643-01,CL01643,M,18-24,Single,High School,Constanta,Digital,Self-service,Standard,2021-04-22,2024-01-01,9999-12-31
CV01644-01,CL01644,M,35-49,Married,High School,Iasi,Branch,Assisted,Standard,2018-10-25,2024-01-01,2024-06-30
CV01644-02,CL01644,M,35-49,Married,High School,Iasi,Digital,Self-service,Standard,2018-10-25,2024-07-01,9999-12-31
CV01645-01,CL01645,M,25-34,Married,Post-secondary,Bucuresti,Branch,Assisted,Standard,2020-03-29,2024-01-01,2024-06-30
CV01645-02,CL01645,M,25-34,Married,Post-secondary,Bucuresti,Branch,Assisted,Premium,2020-03-29,2024-07-01,9999-12-31
CV01646-01,CL01646,M,25-34,Single,Master,Iasi,Digital,Self-service,Standard,2021-06-25,2024-01-01,9999-12-31
CV01647-01,CL01647,M,65+,Divorced,High School,Bucuresti,Branch,Assisted,Standard,2021-04-10,2024-01-01,9999-12-31
CV01648-01,CL01648,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-04-29,2024-01-01,9999-12-31
CV01649-01,CL01649,F,35-49,Single,Doctorate,Prahova,Branch,Assisted,Standard,2020-03-28,2024-01-01,2024-06-30
CV01649-02,CL01649,F,35-49,Single,Doctorate,Prahova,Branch,Assisted,Premium,2020-03-28,2024-07-01,9999-12-31
CV01650-01,CL01650,M,25-34,Married,High School,Iasi,Digital,Self-service,Standard,2022-09-23,2024-01-01,9999-12-31
CV01651-01,CL01651,M,35-49,Married,Bachelor,Sibiu,Digital,Self-service,Standard,2018-04-08,2024-01-01,2024-06-30
CV01651-02,CL01651,M,35-49,Married,Bachelor,Sibiu,Digital,Self-service,Premium,2018-04-08,2024-07-01,9999-12-31
CV01652-01,CL01652,M,35-49,Married,Post-secondary,Constanta,Digital,Self-service,Standard,2023-03-17,2024-01-01,9999-12-31
CV01653-01,CL01653,M,35-49,Single,High School,Bucuresti,Digital,Self-service,Standard,2019-12-10,2024-01-01,9999-12-31
CV01654-01,CL01654,M,25-34,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2022-07-26,2024-01-01,9999-12-31
CV01655-01,CL01655,M,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-09-15,2024-01-01,9999-12-31
CV01656-01,CL01656,F,50-64,Married,Master,Dolj,Digital,Self-service,Standard,2021-01-22,2024-01-01,9999-12-31
CV01657-01,CL01657,F,25-34,Single,High School,Dolj,Digital,Self-service,Premium,2021-04-06,2024-01-01,9999-12-31
CV01658-01,CL01658,F,35-49,Single,Post-secondary,Cluj,Digital,Self-service,Standard,2020-06-20,2024-01-01,9999-12-31
CV01659-01,CL01659,M,50-64,Married,High School,Timis,Branch,Assisted,Standard,2019-03-22,2024-01-01,9999-12-31
CV01660-01,CL01660,M,18-24,Single,Post-secondary,Bucuresti,Digital,Self-service,Standard,2022-09-28,2024-01-01,9999-12-31
CV01661-01,CL01661,F,65+,Married,High School,Bucuresti,Branch,Assisted,Premium,2020-04-25,2024-01-01,9999-12-31
CV01662-01,CL01662,M,35-49,Married,High School,Bucuresti,Branch,Assisted,Standard,2021-04-19,2024-01-01,9999-12-31
CV01663-01,CL01663,F,35-49,Married,High School,Cluj,Branch,Assisted,Standard,2020-07-12,2024-01-01,9999-12-31
CV01664-01,CL01664,M,25-34,Single,Bachelor,Cluj,Digital,Self-service,Standard,2019-03-24,2024-01-01,9999-12-31
CV01665-01,CL01665,M,65+,Divorced,High School,Cluj,Digital,Self-service,Standard,2018-01-31,2024-01-01,9999-12-31
CV01666-01,CL01666,M,25-34,Married,Bachelor,Constanta,Digital,Self-service,Standard,2021-01-08,2024-01-01,9999-12-31
CV01667-01,CL01667,M,25-34,Single,High School,Bucuresti,Digital,Self-service,Premium,2020-09-05,2024-01-01,2024-06-30
CV01667-02,CL01667,M,25-34,Single,High School,Bucuresti,Digital,Self-service,Standard,2020-09-05,2024-07-01,9999-12-31
CV01668-01,CL01668,F,25-34,Single,Bachelor,Iasi,Digital,Self-service,Standard,2022-05-27,2024-01-01,9999-12-31
CV01669-01,CL01669,F,50-64,Divorced,High School,Brasov,Branch,Assisted,Standard,2019-12-25,2024-01-01,2024-06-30
CV01669-02,CL01669,F,50-64,Divorced,High School,Brasov,Digital,Self-service,Standard,2019-12-25,2024-07-01,9999-12-31
CV01670-01,CL01670,F,35-49,Married,Master,Galati,Digital,Self-service,Premium,2022-11-15,2024-01-01,9999-12-31
CV01671-01,CL01671,F,35-49,Single,Post-secondary,Brasov,Digital,Self-service,Standard,2019-07-07,2024-01-01,9999-12-31
CV01672-01,CL01672,M,35-49,Single,Master,Dolj,Branch,Assisted,Standard,2022-04-10,2024-01-01,9999-12-31
CV01673-01,CL01673,M,18-24,Single,High School,Bucuresti,Digital,Self-service,Standard,2020-06-04,2024-01-01,2024-06-30
CV01673-02,CL01673,M,18-24,Single,High School,Bucuresti,Digital,Self-service,Premium,2020-06-04,2024-07-01,9999-12-31
CV01674-01,CL01674,M,65+,Single,Post-secondary,Dolj,Branch,Assisted,Standard,2018-02-11,2024-01-01,9999-12-31
CV01675-01,CL01675,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2022-10-25,2024-01-01,9999-12-31
CV01676-01,CL01676,F,50-64,Single,Master,Timis,Digital,Self-service,Standard,2019-10-16,2024-01-01,9999-12-31
CV01677-01,CL01677,F,25-34,Married,Bachelor,Timis,Digital,Self-service,Standard,2022-04-02,2024-01-01,9999-12-31
CV01678-01,CL01678,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2023-05-30,2024-01-01,9999-12-31
CV01679-01,CL01679,F,35-49,Divorced,Post-secondary,Sibiu,Digital,Self-service,Standard,2021-03-05,2024-01-01,9999-12-31
CV01680-01,CL01680,M,35-49,Married,High School,Constanta,Branch,Assisted,Standard,2023-08-06,2024-01-01,9999-12-31
CV01681-01,CL01681,M,18-24,Married,Post-secondary,Prahova,Digital,Self-service,Standard,2021-06-26,2024-01-01,9999-12-31
CV01682-01,CL01682,F,25-34,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2018-08-24,2024-01-01,9999-12-31
CV01683-01,CL01683,M,35-49,Single,High School,Galati,Digital,Self-service,Standard,2020-11-06,2024-01-01,9999-12-31
CV01684-01,CL01684,F,65+,Married,Bachelor,Bucuresti,Branch,Assisted,Premium,2019-07-09,2024-01-01,9999-12-31
CV01685-01,CL01685,M,35-49,Married,Bachelor,Dolj,Branch,Assisted,Standard,2023-05-06,2024-01-01,9999-12-31
CV01686-01,CL01686,M,50-64,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-08-27,2024-01-01,9999-12-31
CV01687-01,CL01687,M,25-34,Single,Bachelor,Sibiu,Digital,Self-service,Standard,2023-05-09,2024-01-01,9999-12-31
CV01688-01,CL01688,M,25-34,Single,Doctorate,Bucuresti,Branch,Assisted,Standard,2020-07-28,2024-01-01,2024-06-30
CV01688-02,CL01688,M,25-34,Single,Doctorate,Bucuresti,Branch,Assisted,Premium,2020-07-28,2024-07-01,9999-12-31
CV01689-01,CL01689,F,50-64,Married,Bachelor,Iasi,Digital,Self-service,Standard,2021-10-20,2024-01-01,9999-12-31
CV01690-01,CL01690,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2018-12-18,2024-01-01,9999-12-31
CV01691-01,CL01691,F,25-34,Single,Bachelor,Galati,Digital,Self-service,Standard,2022-10-28,2024-01-01,2024-06-30
CV01691-02,CL01691,F,25-34,Single,Bachelor,Galati,Digital,Self-service,Standard,2022-10-28,2024-07-01,9999-12-31
CV01692-01,CL01692,M,18-24,Single,Post-secondary,Prahova,Digital,Self-service,Standard,2021-02-02,2024-01-01,2024-06-30
CV01692-02,CL01692,M,18-24,Single,Post-secondary,Prahova,Digital,Self-service,Standard,2021-02-02,2024-07-01,9999-12-31
CV01693-01,CL01693,F,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2022-04-15,2024-01-01,9999-12-31
CV01694-01,CL01694,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-07-25,2024-01-01,9999-12-31
CV01695-01,CL01695,F,50-64,Single,High School,Constanta,Branch,Assisted,Standard,2023-04-10,2024-01-01,9999-12-31
CV01696-01,CL01696,F,18-24,Single,Master,Timis,Branch,Assisted,Standard,2019-11-29,2024-01-01,9999-12-31
CV01697-01,CL01697,F,25-34,Single,Bachelor,Cluj,Digital,Self-service,Standard,2023-07-02,2024-01-01,9999-12-31
CV01698-01,CL01698,M,50-64,Married,Bachelor,Bucuresti,Digital,Self-service,Premium,2019-03-12,2024-01-01,9999-12-31
CV01699-01,CL01699,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Standard,2021-01-11,2024-01-01,2024-06-30
CV01699-02,CL01699,M,35-49,Married,High School,Bucuresti,Digital,Self-service,Premium,2021-01-11,2024-07-01,9999-12-31
CV01700-01,CL01700,F,35-49,Divorced,High School,Brasov,Digital,Self-service,Standard,2021-06-05,2024-01-01,9999-12-31
CV01701-01,CL01701,F,35-49,Single,Master,Bucuresti,Digital,Self-service,Standard,2018-06-20,2024-01-01,2024-06-30
CV01701-02,CL01701,F,35-49,Single,Master,Bucuresti,Digital,Self-service,Premium,2018-06-20,2024-07-01,9999-12-31
CV01702-01,CL01702,M,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2023-11-11,2024-01-01,9999-12-31
CV01703-01,CL01703,F,35-49,Married,High School,Bucuresti,Branch,Assisted,Standard,2022-04-21,2024-01-01,9999-12-31
CV01704-01,CL01704,F,65+,Married,Bachelor,Sibiu,Digital,Self-service,Premium,2019-12-09,2024-01-01,9999-12-31
CV01705-01,CL01705,M,50-64,Single,Master,Dolj,Digital,Self-service,Premium,2020-04-03,2024-01-01,9999-12-31
CV01706-01,CL01706,M,18-24,Single,Bachelor,Brasov,Digital,Self-service,Standard,2022-07-29,2024-01-01,2024-06-30
CV01706-02,CL01706,M,18-24,Single,Bachelor,Brasov,Digital,Self-service,Premium,2022-07-29,2024-07-01,9999-12-31
CV01707-01,CL01707,M,35-49,Single,Bachelor,Brasov,Digital,Self-service,Standard,2021-01-29,2024-01-01,2024-06-30
CV01707-02,CL01707,M,35-49,Single,Bachelor,Brasov,Digital,Self-service,Standard,2021-01-29,2024-07-01,9999-12-31
CV01708-01,CL01708,M,25-34,Married,Bachelor,Iasi,Digital,Self-service,Premium,2020-04-21,2024-01-01,9999-12-31
CV01709-01,CL01709,F,65+,Single,Master,Prahova,Digital,Self-service,Standard,2023-10-24,2024-01-01,9999-12-31
CV01710-01,CL01710,M,18-24,Single,Post-secondary,Timis,Digital,Self-service,Standard,2023-10-17,2024-01-01,9999-12-31
CV01711-01,CL01711,F,18-24,Single,Master,Bucuresti,Digital,Self-service,Premium,2020-06-28,2024-01-01,9999-12-31
CV01712-01,CL01712,M,25-34,Married,Master,Dolj,Digital,Self-service,Standard,2023-12-30,2024-01-01,9999-12-31
CV01713-01,CL01713,F,25-34,Married,High School,Prahova,Digital,Self-service,Standard,2022-04-09,2024-01-01,9999-12-31
CV01714-01,CL01714,M,25-34,Single,Bachelor,Brasov,Digital,Self-service,Standard,2019-12-18,2024-01-01,9999-12-31
CV01715-01,CL01715,M,65+,Single,High School,Bucuresti,Branch,Assisted,Standard,2018-09-25,2024-01-01,9999-12-31
CV01716-01,CL01716,F,35-49,Divorced,Master,Prahova,Digital,Self-service,Premium,2023-10-13,2024-01-01,9999-12-31
CV01717-01,CL01717,M,50-64,Married,Bachelor,Dolj,Digital,Self-service,Premium,2018-01-14,2024-01-01,9999-12-31
CV01718-01,CL01718,M,18-24,Single,Master,Timis,Digital,Self-service,Standard,2023-04-25,2024-01-01,9999-12-31
CV01719-01,CL01719,F,65+,Married,Post-secondary,Cluj,Branch,Assisted,Standard,2021-07-23,2024-01-01,9999-12-31
CV01720-01,CL01720,M,25-34,Married,Master,Sibiu,Digital,Self-service,Standard,2020-05-10,2024-01-01,2024-06-30
CV01720-02,CL01720,M,25-34,Married,Master,Sibiu,Digital,Self-service,Premium,2020-05-10,2024-07-01,9999-12-31
CV01721-01,CL01721,F,25-34,Single,Master,Constanta,Digital,Self-service,Standard,2019-02-19,2024-01-01,9999-12-31
CV01722-01,CL01722,M,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2019-03-24,2024-01-01,9999-12-31
CV01723-01,CL01723,F,50-64,Divorced,High School,Cluj,Digital,Self-service,Standard,2021-09-20,2024-01-01,9999-12-31
CV01724-01,CL01724,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2022-10-25,2024-01-01,2024-06-30
CV01724-02,CL01724,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Premium,2022-10-25,2024-07-01,9999-12-31
CV01725-01,CL01725,F,35-49,Married,Bachelor,Prahova,Digital,Self-service,Standard,2020-06-24,2024-01-01,9999-12-31
CV01726-01,CL01726,F,50-64,Single,Bachelor,Cluj,Branch,Assisted,Standard,2018-01-27,2024-01-01,9999-12-31
CV01727-01,CL01727,F,50-64,Divorced,Bachelor,Sibiu,Digital,Self-service,Premium,2023-02-17,2024-01-01,9999-12-31
CV01728-01,CL01728,F,18-24,Single,High School,Constanta,Digital,Self-service,Standard,2019-04-02,2024-01-01,9999-12-31
CV01729-01,CL01729,M,50-64,Divorced,Post-secondary,Iasi,Branch,Assisted,Standard,2023-07-06,2024-01-01,9999-12-31
CV01730-01,CL01730,F,65+,Married,Post-secondary,Iasi,Branch,Assisted,Premium,2023-05-18,2024-01-01,2024-06-30
CV01730-02,CL01730,F,65+,Married,Post-secondary,Iasi,Digital,Self-service,Premium,2023-05-18,2024-07-01,9999-12-31
CV01731-01,CL01731,M,35-49,Single,High School,Iasi,Digital,Self-service,Standard,2021-05-20,2024-01-01,9999-12-31
CV01732-01,CL01732,F,25-34,Divorced,Bachelor,Cluj,Digital,Self-service,Premium,2021-12-30,2024-01-01,9999-12-31
CV01733-01,CL01733,M,18-24,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2020-11-23,2024-01-01,9999-12-31
CV01734-01,CL01734,M,35-49,Married,High School,Timis,Branch,Assisted,Standard,2018-12-26,2024-01-01,9999-12-31
CV01735-01,CL01735,F,35-49,Married,Master,Galati,Digital,Self-service,Standard,2021-09-03,2024-01-01,9999-12-31
CV01736-01,CL01736,M,35-49,Divorced,High School,Cluj,Digital,Self-service,Standard,2023-09-26,2024-01-01,9999-12-31
CV01737-01,CL01737,F,50-64,Married,Master,Bucuresti,Branch,Assisted,Premium,2023-06-15,2024-01-01,9999-12-31
CV01738-01,CL01738,F,50-64,Married,Bachelor,Galati,Digital,Self-service,Standard,2019-05-01,2024-01-01,2024-06-30
CV01738-02,CL01738,F,50-64,Married,Bachelor,Galati,Digital,Self-service,Premium,2019-05-01,2024-07-01,9999-12-31
CV01739-01,CL01739,F,35-49,Married,Post-secondary,Cluj,Digital,Self-service,Premium,2022-07-31,2024-01-01,9999-12-31
CV01740-01,CL01740,F,18-24,Single,Bachelor,Iasi,Digital,Self-service,Standard,2020-10-08,2024-01-01,9999-12-31
CV01741-01,CL01741,M,65+,Divorced,High School,Dolj,Branch,Assisted,Premium,2020-09-21,2024-01-01,9999-12-31
CV01742-01,CL01742,F,25-34,Single,Bachelor,Constanta,Digital,Self-service,Standard,2022-01-11,2024-01-01,9999-12-31
CV01743-01,CL01743,F,50-64,Married,High School,Bucuresti,Digital,Self-service,Standard,2019-07-23,2024-01-01,9999-12-31
CV01744-01,CL01744,F,50-64,Divorced,Bachelor,Prahova,Digital,Self-service,Standard,2019-01-10,2024-01-01,9999-12-31
CV01745-01,CL01745,F,50-64,Married,Bachelor,Timis,Branch,Assisted,Premium,2018-03-17,2024-01-01,9999-12-31
CV01746-01,CL01746,M,25-34,Single,Bachelor,Iasi,Digital,Self-service,Standard,2021-02-15,2024-01-01,9999-12-31
CV01747-01,CL01747,M,50-64,Married,Post-secondary,Bucuresti,Branch,Assisted,Premium,2019-01-03,2024-01-01,9999-12-31
CV01748-01,CL01748,F,50-64,Married,Master,Galati,Digital,Self-service,Premium,2022-06-17,2024-01-01,9999-12-31
CV01749-01,CL01749,M,18-24,Single,High School,Galati,Digital,Self-service,Standard,2023-12-05,2024-01-01,2024-06-30
CV01749-02,CL01749,M,18-24,Single,High School,Galati,Digital,Self-service,Premium,2023-12-05,2024-07-01,9999-12-31
CV01750-01,CL01750,F,50-64,Married,High School,Constanta,Branch,Assisted,Premium,2021-12-10,2024-01-01,9999-12-31
CV01751-01,CL01751,F,18-24,Single,High School,Cluj,Digital,Self-service,Standard,2018-01-27,2024-01-01,9999-12-31
CV01752-01,CL01752,F,50-64,Single,Master,Constanta,Branch,Assisted,Standard,2021-03-28,2024-01-01,2024-06-30
CV01752-02,CL01752,F,50-64,Single,Master,Constanta,Branch,Assisted,Premium,2021-03-28,2024-07-01,9999-12-31
CV01753-01,CL01753,M,65+,Married,High School,Sibiu,Branch,Assisted,Standard,2022-11-01,2024-01-01,9999-12-31
CV01754-01,CL01754,F,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-08-17,2024-01-01,2024-06-30
CV01754-02,CL01754,F,35-49,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2023-08-17,2024-07-01,9999-12-31
CV01755-01,CL01755,F,35-49,Married,Master,Dolj,Digital,Self-service,Standard,2021-08-17,2024-01-01,9999-12-31
CV01756-01,CL01756,F,50-64,Married,High School,Galati,Digital,Self-service,Standard,2021-02-20,2024-01-01,9999-12-31
CV01757-01,CL01757,F,65+,Married,Bachelor,Iasi,Branch,Assisted,Standard,2021-05-30,2024-01-01,9999-12-31
CV01758-01,CL01758,F,35-49,Single,Bachelor,Bucuresti,Branch,Assisted,Premium,2020-10-16,2024-01-01,9999-12-31
CV01759-01,CL01759,M,35-49,Married,High School,Iasi,Digital,Self-service,Standard,2021-10-10,2024-01-01,9999-12-31
CV01760-01,CL01760,M,50-64,Married,High School,Cluj,Branch,Assisted,Premium,2019-09-01,2024-01-01,9999-12-31
CV01761-01,CL01761,M,18-24,Single,Bachelor,Cluj,Branch,Assisted,Standard,2020-06-27,2024-01-01,9999-12-31
CV01762-01,CL01762,F,35-49,Married,Doctorate,Timis,Branch,Assisted,Premium,2021-12-23,2024-01-01,9999-12-31
CV01763-01,CL01763,F,25-34,Single,Master,Sibiu,Branch,Assisted,Standard,2023-01-11,2024-01-01,9999-12-31
CV01764-01,CL01764,M,50-64,Married,High School,Bucuresti,Branch,Assisted,Standard,2022-09-21,2024-01-01,9999-12-31
CV01765-01,CL01765,M,65+,Married,High School,Bucuresti,Branch,Assisted,Standard,2020-03-18,2024-01-01,2024-06-30
CV01765-02,CL01765,M,65+,Married,High School,Bucuresti,Branch,Assisted,Premium,2020-03-18,2024-07-01,9999-12-31
CV01766-01,CL01766,F,65+,Married,Master,Brasov,Digital,Self-service,Standard,2020-01-12,2024-01-01,9999-12-31
CV01767-01,CL01767,M,50-64,Married,Bachelor,Galati,Branch,Assisted,Standard,2018-03-03,2024-01-01,9999-12-31
CV01768-01,CL01768,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2020-03-27,2024-01-01,2024-06-30
CV01768-02,CL01768,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Premium,2020-03-27,2024-07-01,9999-12-31
CV01769-01,CL01769,F,35-49,Single,Post-secondary,Constanta,Digital,Self-service,Standard,2022-02-28,2024-01-01,2024-06-30
CV01769-02,CL01769,F,35-49,Single,Post-secondary,Constanta,Digital,Self-service,Premium,2022-02-28,2024-07-01,9999-12-31
CV01770-01,CL01770,F,35-49,Married,High School,Prahova,Digital,Self-service,Standard,2021-08-13,2024-01-01,9999-12-31
CV01771-01,CL01771,M,35-49,Married,Bachelor,Cluj,Branch,Assisted,Standard,2019-01-03,2024-01-01,9999-12-31
CV01772-01,CL01772,F,35-49,Single,Master,Timis,Digital,Self-service,Standard,2019-12-12,2024-01-01,2024-06-30
CV01772-02,CL01772,F,35-49,Single,Master,Timis,Digital,Self-service,Premium,2019-12-12,2024-07-01,9999-12-31
CV01773-01,CL01773,M,25-34,Married,Bachelor,Sibiu,Digital,Self-service,Standard,2023-12-08,2024-01-01,9999-12-31
CV01774-01,CL01774,M,25-34,Single,Master,Constanta,Digital,Self-service,Premium,2018-03-29,2024-01-01,2024-06-30
CV01774-02,CL01774,M,25-34,Single,Master,Constanta,Digital,Self-service,Standard,2018-03-29,2024-07-01,9999-12-31
CV01775-01,CL01775,M,50-64,Divorced,Post-secondary,Iasi,Digital,Self-service,Standard,2023-04-17,2024-01-01,9999-12-31
CV01776-01,CL01776,M,65+,Divorced,Bachelor,Brasov,Branch,Assisted,Premium,2022-08-07,2024-01-01,9999-12-31
CV01777-01,CL01777,M,18-24,Married,Bachelor,Prahova,Digital,Self-service,Standard,2019-11-02,2024-01-01,9999-12-31
CV01778-01,CL01778,M,50-64,Divorced,Master,Prahova,Branch,Assisted,Premium,2020-10-19,2024-01-01,2024-06-30
CV01778-02,CL01778,M,50-64,Divorced,Master,Prahova,Digital,Self-service,Premium,2020-10-19,2024-07-01,9999-12-31
CV01779-01,CL01779,M,25-34,Single,Bachelor,Dolj,Digital,Self-service,Standard,2019-11-08,2024-01-01,9999-12-31
CV01780-01,CL01780,M,65+,Single,Bachelor,Constanta,Branch,Assisted,Standard,2022-03-16,2024-01-01,9999-12-31
CV01781-01,CL01781,M,25-34,Married,High School,Bucuresti,Digital,Self-service,Standard,2023-11-30,2024-01-01,9999-12-31
CV01782-01,CL01782,M,35-49,Married,Bachelor,Timis,Digital,Self-service,Premium,2022-04-27,2024-01-01,2024-06-30
CV01782-02,CL01782,M,35-49,Married,Bachelor,Timis,Digital,Self-service,Standard,2022-04-27,2024-07-01,9999-12-31
CV01783-01,CL01783,M,50-64,Single,High School,Iasi,Digital,Self-service,Standard,2018-03-24,2024-01-01,2024-06-30
CV01783-02,CL01783,M,50-64,Single,High School,Iasi,Digital,Self-service,Premium,2018-03-24,2024-07-01,9999-12-31
CV01784-01,CL01784,F,65+,Divorced,High School,Cluj,Digital,Self-service,Standard,2018-04-28,2024-01-01,2024-06-30
CV01784-02,CL01784,F,65+,Divorced,High School,Cluj,Digital,Self-service,Standard,2018-04-28,2024-07-01,9999-12-31
CV01785-01,CL01785,F,25-34,Single,Bachelor,Dolj,Digital,Self-service,Premium,2021-10-14,2024-01-01,2024-06-30
CV01785-02,CL01785,F,25-34,Single,Bachelor,Dolj,Digital,Self-service,Standard,2021-10-14,2024-07-01,9999-12-31
CV01786-01,CL01786,F,65+,Single,High School,Timis,Branch,Assisted,Standard,2020-11-11,2024-01-01,9999-12-31
CV01787-01,CL01787,F,35-49,Married,Post-secondary,Bucuresti,Digital,Self-service,Standard,2018-10-19,2024-01-01,9999-12-31
CV01788-01,CL01788,M,18-24,Single,Bachelor,Iasi,Digital,Self-service,Standard,2022-08-28,2024-01-01,2024-06-30
CV01788-02,CL01788,M,18-24,Single,Bachelor,Iasi,Digital,Self-service,Standard,2022-08-28,2024-07-01,9999-12-31
CV01789-01,CL01789,M,65+,Married,Post-secondary,Cluj,Digital,Self-service,Standard,2022-03-27,2024-01-01,9999-12-31
CV01790-01,CL01790,F,35-49,Single,High School,Prahova,Digital,Self-service,Standard,2018-10-10,2024-01-01,9999-12-31
CV01791-01,CL01791,F,50-64,Married,Post-secondary,Timis,Digital,Self-service,Standard,2020-06-12,2024-01-01,9999-12-31
CV01792-01,CL01792,M,35-49,Divorced,High School,Timis,Branch,Assisted,Standard,2022-08-15,2024-01-01,9999-12-31
CV01793-01,CL01793,F,50-64,Divorced,Bachelor,Bucuresti,Branch,Assisted,Standard,2021-02-06,2024-01-01,9999-12-31
CV01794-01,CL01794,F,50-64,Married,Bachelor,Brasov,Digital,Self-service,Standard,2019-02-06,2024-01-01,2024-06-30
CV01794-02,CL01794,F,50-64,Married,Bachelor,Brasov,Digital,Self-service,Premium,2019-02-06,2024-07-01,9999-12-31
CV01795-01,CL01795,F,25-34,Single,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-08-20,2024-01-01,9999-12-31
CV01796-01,CL01796,M,35-49,Married,High School,Brasov,Digital,Self-service,Standard,2023-02-01,2024-01-01,9999-12-31
CV01797-01,CL01797,F,65+,Divorced,Post-secondary,Brasov,Branch,Assisted,Standard,2018-06-04,2024-01-01,9999-12-31
CV01798-01,CL01798,M,35-49,Married,Master,Constanta,Branch,Assisted,Standard,2021-09-10,2024-01-01,9999-12-31
CV01799-01,CL01799,F,50-64,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-12-15,2024-01-01,9999-12-31
CV01800-01,CL01800,F,25-34,Married,High School,Timis,Digital,Self-service,Standard,2019-11-26,2024-01-01,2024-06-30
CV01800-02,CL01800,F,25-34,Married,High School,Timis,Digital,Self-service,Premium,2019-11-26,2024-07-01,9999-12-31
CV01801-01,CL01801,F,50-64,Married,Bachelor,Bucuresti,Branch,Assisted,Premium,2021-03-01,2024-01-01,9999-12-31
CV01802-01,CL01802,M,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Standard,2019-01-03,2024-01-01,9999-12-31
CV01803-01,CL01803,F,25-34,Married,High School,Bucuresti,Digital,Self-service,Standard,2019-02-12,2024-01-01,9999-12-31
CV01804-01,CL01804,M,35-49,Divorced,Bachelor,Cluj,Digital,Self-service,Standard,2021-11-14,2024-01-01,9999-12-31
CV01805-01,CL01805,F,35-49,Married,Bachelor,Bucuresti,Branch,Assisted,Premium,2022-04-28,2024-01-01,2024-06-30
CV01805-02,CL01805,F,35-49,Married,Bachelor,Bucuresti,Digital,Self-service,Premium,2022-04-28,2024-07-01,9999-12-31
CV01806-01,CL01806,F,50-64,Married,High School,Sibiu,Digital,Self-service,Standard,2022-09-21,2024-01-01,9999-12-31
CV01807-01,CL01807,M,35-49,Married,Bachelor,Prahova,Digital,Self-service,Premium,2019-03-08,2024-01-01,9999-12-31
